,urls,title,n_views,n_likes,n_dislikes,n_favorites,n_comments,total
74,https://www.youtube.com/watch?v=_nGfEVPqi68,solving a rubik's cube everyday until amber heard gets fired - day 12,6,1.0,0.0,0,0.0,7.0
99,https://www.youtube.com/watch?v=NJavToboteQ,"✅  amber heard comparte foto como nadine cross, personaje que interpretará en 'the stand'",7,0.0,0.0,0,0.0,7.0
0,https://www.youtube.com/watch?v=9rC1gEB5wSk,solving a rubik's cube everyday until amber heard gets fired - day 24,4,2.0,0.0,0,0.0,6.0
174,https://www.youtube.com/watch?v=kk57SiX4LYg,solving a rubik's cube everyday until amber heard gets fired - day 3.,5,0.0,0.0,0,0.0,5.0
105,https://www.youtube.com/watch?v=z67W67KmusA,solving a rubik's cube everyday until amber heard gets fired - day 22,4,1.0,0.0,0,0.0,5.0
93,https://www.youtube.com/watch?v=ZCAoEGxOUE4,solving a rubik's cube everyday until amber heard gets fired - day 16,3,1.0,0.0,0,0.0,4.0
29,https://www.youtube.com/watch?v=ywjsa9X_C9o,solving a rubik's cube everyday until amber heard gets fired - day 15,3,1.0,0.0,0,0.0,4.0
146,https://www.youtube.com/watch?v=5RlfJtu5_G0,solving a rubik's cube everyday until amber heard gets fired - day 9,3,0.0,0.0,0,0.0,3.0
80,https://www.youtube.com/watch?v=3yeuRMa1CMQ,solving a rubik's cube everyday until amber heard gets fired - day 10,2,1.0,0.0,0,0.0,3.0
192,https://www.youtube.com/watch?v=7bi7pui6vMg,solving a rubik's cube everyday until amber heard gets fired - day 20,3,0.0,0.0,0,1.0,3.0
186,https://www.youtube.com/watch?v=HvYSi0VDyds,amber heard: veröffentlichung von 'the stand' ist ironie,3,0.0,0.0,0,0.0,3.0
25,https://www.youtube.com/watch?v=OtfSkSUuwDY,solving a rubik's cube everyday until amber heard gets fired - day 8,2,1.0,0.0,0,0.0,3.0
122,https://www.youtube.com/watch?v=C_u5YuUzy1s,solving a rubik's cube everyday until amber heard gets fired - day 11,2,1.0,0.0,0,0.0,3.0
145,https://www.youtube.com/watch?v=Q7oEyn1p0Zc,solving a rubik's cube everyday until amber heard gets fired - day 6,1,0.0,0.0,0,0.0,1.0
111,https://www.youtube.com/watch?v=OlA43f4Rjx8,solving a rubik's cube everyday until amber heard gets fired - day 5,0,0.0,0.0,0,0.0,0.0
