,urls,title,n_views,n_likes,n_dislikes,n_favorites,n_comments,total
745,https://www.youtube.com/watch?v=S8Nemf3D4Tc,emilia clarke replacing amber heard in aquaman 2 report,55460,1613.0,71.0,0,530.0,57144.0
342,https://www.youtube.com/watch?v=VRp8GKYOoT4,amber marshall on heartland season 14 i interview,55101,1022.0,20.0,0,165.0,56143.0
390,https://www.youtube.com/watch?v=NZTd2x4h2us,"amber heard ""apology"" backfires! even the media can't save it!",51931,3857.0,33.0,0,706.0,55821.0
206,https://www.youtube.com/watch?v=0V1BG04yT9k,meghan markle and prince harry admit they lied,53102,2323.0,352.0,0,617.0,55777.0
907,https://www.youtube.com/watch?v=TDMInEEWw0w,amber heard fired and replaced by  emilia clarke for aquaman 2?,51458,4185.0,71.0,0,852.0,55714.0
101,https://www.youtube.com/watch?v=MoNTBFo9eqE,amber heard's lawyer deletes all evidence after dropping heard like a bad habit!,51385,3908.0,29.0,0,470.0,55322.0
565,https://www.youtube.com/watch?v=2fQf4o3WO_k,amber heard starts lawsuit vs warner bros. for aquaman 2 decision!!!? (explained),52086,1452.0,61.0,0,758.0,53599.0
738,https://www.youtube.com/watch?v=Fpy2Urtgdbo,johnny depp vindicated! new body cam footage proves amber heard fabricated evidence under oath!,48362,5063.0,17.0,0,683.0,53442.0
876,https://www.youtube.com/watch?v=VTXaatdiBps,la razón por la que amber heard sigue siendo mera en aquaman,46862,4772.0,188.0,0,555.0,51822.0
87,https://www.youtube.com/watch?v=VTguEXUJQOQ,why mera's costume from the snyder cut makes no sense,49556,1235.0,338.0,0,236.0,51129.0
245,https://www.youtube.com/watch?v=0WGYHeWKtbM,the stand  nadine kiss flagg and the two have passionate sex amber heard s01e07,50186,117.0,13.0,0,1.0,50316.0
13,https://www.youtube.com/watch?v=sMw_oETv5tY,amber heard responds to johnny depp lawsuit setback!,49041,1135.0,54.0,0,624.0,50230.0
322,https://www.youtube.com/watch?v=KQZeZgIKOXc,amber heard kissing scene from the stand | amber heard kiss,49718,169.0,18.0,0,2.0,49905.0
395,https://www.youtube.com/watch?v=sXBb6KbmfCE,johnny depp leaked video talking about amber heard...,47051,929.0,93.0,0,148.0,48073.0
158,https://www.youtube.com/watch?v=OsMkDBajMa0,"johnny depp and his wife amber heard big entry | johnny depp mass entry | johnny depp, amber heard",46495,873.0,13.0,0,5.0,47381.0
373,https://www.youtube.com/watch?v=RiNuB0HG78w,amber heard’s assistant exposes her for lying,45431,772.0,37.0,0,163.0,46240.0
418,https://www.youtube.com/watch?v=PYXp9wXHUWw,emilia clarke reaction before replacing amber heard in aquaman 2!,45129,971.0,56.0,0,251.0,46156.0
609,https://www.youtube.com/watch?v=KQwklwigpRE,bad news for amber heard! johnny depp appeals high court ruling,44045,2062.0,37.0,0,289.0,46144.0
346,https://www.youtube.com/watch?v=ZtfL4TC9jM8,"amber heard aquaman 2 drama! mr. potato head cancelled, britney spears father reacts & more news",42617,2159.0,65.0,0,351.0,44841.0
639,https://www.youtube.com/watch?v=LxqBr_H46Z0,despido de amber heard de aquaman 2 y sustitución por emilia clarke resulta falso esta es la verdad!,43243,1330.0,76.0,0,298.0,44649.0
251,https://www.youtube.com/watch?v=waXKykBTrQI,"judge finds amber heard guilty of lying, fraud, more; and yet this?",40953,3550.0,20.0,0,535.0,44523.0
643,https://www.youtube.com/watch?v=JEd9yrIec9s,amber heard lied about giving millions to charity?!,41484,2907.0,27.0,0,644.0,44418.0
854,https://www.youtube.com/watch?v=flVwJXdlVGc,"amber heard sues johnny depp! judge defends lawsuit, saying self-defense doesn't matter!",42053,2342.0,21.0,0,420.0,44416.0
641,https://www.youtube.com/watch?v=KLzri0EPn0I,amber heard attacks her fans - and fails! they're backing depp!,41083,3140.0,25.0,0,460.0,44248.0
548,https://www.youtube.com/watch?v=R_WOylGwJrk,johnny depp and amber heard case officially cancelled...,42709,933.0,103.0,0,284.0,43745.0
554,https://www.youtube.com/watch?v=BfqO_PlXXTg,johnny depp releases new evidence against amber heard,41871,1557.0,74.0,0,670.0,43502.0
262,https://www.youtube.com/watch?v=7F1pNVRMIEI,hbo max says everyone loves amber heard?! hater “bots” can’t stop mera spin-off series?!,40255,3045.0,164.0,0,1168.0,43464.0
781,https://www.youtube.com/watch?v=p1eBTX7hEB8,ezra miller and amber heard ruin the stand! the damage never stops!,40884,2114.0,35.0,0,501.0,43033.0
682,https://www.youtube.com/watch?v=PI9oIvzsyFI,amber heard takes a massive hit as coverage is now allowed!,39364,3254.0,25.0,0,334.0,42643.0
618,https://www.youtube.com/watch?v=mTjAfHlS-E8,low carb international all stars - q&a 2nd session,40753,1233.0,26.0,0,187.0,42012.0
884,https://www.youtube.com/watch?v=BcKRsYHoKIM,amber heard aquaman' den atıldı mı? | amber heard & johnny depp güncellemesi,39806,1815.0,16.0,0,530.0,41637.0
214,https://www.youtube.com/watch?v=aaS4Lpx-vRg,amber heard and the aclu exposed in johnny depp bombshell!,38550,3018.0,24.0,0,372.0,41592.0
652,https://www.youtube.com/watch?v=QgMabpFX9OU,"""you saved me"" johnny depp thanks his supporters for defending him (video)",39976,1362.0,39.0,0,373.0,41377.0
892,https://www.youtube.com/watch?v=0ZaidqABx_g,"depp in tears?! his own daughter sides with amber heard?! wait, what?",38620,2636.0,42.0,0,697.0,41298.0
734,https://www.youtube.com/watch?v=KhgM-PLc-vk,amber heard caught lying again! johnny depp's new evidence!,38121,2617.0,33.0,0,605.0,40771.0
103,https://www.youtube.com/watch?v=IlDmhlFqNU0,"amber heard's ""friend"" publicly calls her out, while blasting uk appeals!",36677,3036.0,16.0,0,334.0,39729.0
6,https://www.youtube.com/watch?v=FMpQwj2OT8Q,cancelled! aquaman spinoff canned! aquaman 2 and amber heard get the finger?,36739,2907.0,22.0,0,402.0,39668.0
606,https://www.youtube.com/watch?v=qWXO4wSpLGs,amber heard faces jail time confirmed! active criminal investigation!,35714,3485.0,18.0,0,548.0,39217.0
420,https://www.youtube.com/watch?v=2SlFOAbOsa0,amber heard's friends: an analysis of their interpersonal dynamics,36705,1548.0,40.0,0,627.0,38293.0
694,https://www.youtube.com/watch?v=OSGKKkhGa8Y,amber heard caught lying again? heard not fired from aquaman 2?!,35455,2801.0,15.0,0,551.0,38271.0
85,https://www.youtube.com/watch?v=2RqNnSJLg9Q,johnny depp reacts to the release of new body cam footage confirming amber heard's lies...,36668,1267.0,32.0,0,291.0,37967.0
447,https://www.youtube.com/watch?v=JtejHlXbMGk,robert downey jr. save his best friend johnny depp  from amber heard,36485,1315.0,99.0,0,96.0,37899.0
676,https://www.youtube.com/watch?v=pNm0n2G5LfM,amber heard contract officially cancelled !?!(latest update),35625,1383.0,63.0,0,326.0,37071.0
879,https://www.youtube.com/watch?v=Ma7Tycr6s2I,top 15 hottest amber heard movies,36575,280.0,24.0,0,13.0,36879.0
575,https://www.youtube.com/watch?v=c9KYEMh5NvE,"amber heard enlists disney vs johnny depp, star wars ubisoft, moon knight casts may calamawy",35193,1201.0,437.0,0,318.0,36831.0
479,https://www.youtube.com/watch?v=h6ag6P31kbo,emilia clarke speaks out about replacing amber heard in aquaman 2!!,35523,1092.0,110.0,0,194.0,36725.0
766,https://www.youtube.com/watch?v=z7GkqCrJa9E,i got false flagged because amber heard - twice! such a hilarious fail!,32200,3225.0,10.0,0,382.0,35435.0
494,https://www.youtube.com/watch?v=5Dx0osxA6fA,amber heard attacked depp with a restraining order - for her dogs!,33244,2139.0,14.0,0,523.0,35397.0
360,https://www.youtube.com/watch?v=kKz8trZleCI,amber heard officially replaced by margot robbie in aquaman 2!???,33220,1595.0,196.0,0,360.0,35011.0
903,https://www.youtube.com/watch?v=Fet-LMLLlnQ,gal gadot attacks johnny depp while backing amber heard! what? well...,32542,2084.0,42.0,0,482.0,34668.0
221,https://www.youtube.com/watch?v=l5dfRxlXrv0,amber heard fired from aquaman 2 emilia clarke to replace her,33169,1310.0,60.0,0,378.0,34539.0
0,https://www.youtube.com/watch?v=14SUI93R_k8,jason momoa defends amber heard after aquaman 2 boycott,32001,1394.0,71.0,0,942.0,33466.0
498,https://www.youtube.com/watch?v=AZhoFGHnsC4,breaking! police bust amber heard with body cams?! she's so done?!,30668,2592.0,22.0,0,283.0,33282.0
324,https://www.youtube.com/watch?v=4_OjN0Zr_bM,amber heard's assistant kate james officially exposes her for lying...,32062,1034.0,16.0,0,296.0,33112.0
809,https://www.youtube.com/watch?v=2HBoBIsYHoE,johnny depp lawyers just destroyed amber heard!,31397,1419.0,61.0,0,535.0,32877.0
397,https://www.youtube.com/watch?v=xseyLau3PMA,new! amber heard updates you need to know now | marathon,31442,1280.0,70.0,0,262.0,32792.0
556,https://www.youtube.com/watch?v=2A0tXMEXrX8,amber heard speaks on johnny depp losing the case,31908,549.0,71.0,0,285.0,32528.0
364,https://www.youtube.com/watch?v=h39rMawlcms,richard dawkins and amber heard in conversation,30837,770.0,546.0,0,819.0,32153.0
117,https://www.youtube.com/watch?v=2efXXcwueZU,amber hagerman’s killer is out there! (true crime behind the amber alert),30081,1913.0,13.0,0,234.0,32007.0
258,https://www.youtube.com/watch?v=2libFy224FI,"tiktok star admits she lied about kanye west, jeffree star cheating scandal",30178,1517.0,32.0,0,177.0,31727.0
172,https://www.youtube.com/watch?v=cAl2sxQfxSQ,viral tiktok exposes prince harry’s real dad,30085,1015.0,67.0,0,272.0,31167.0
453,https://www.youtube.com/watch?v=gp_vrDL7YOo,johnny depp gets two major wins! | judge shuts amber heard down!,29332,1567.0,23.0,0,302.0,30922.0
837,https://www.youtube.com/watch?v=oRLok2-X4s4,amber heard on set zack snyder's justice league #43,29745,646.0,288.0,0,179.0,30679.0
823,https://www.youtube.com/watch?v=rRoUf4PgY4s,amber heard insults the judge by not proving evidence! she's scared!,27878,2582.0,10.0,0,303.0,30470.0
512,https://www.youtube.com/watch?v=qytu5UK1yww,amber heard exposed by her assistant for lying!,29492,779.0,16.0,0,97.0,30287.0
421,https://www.youtube.com/watch?v=sSu_bvw9qKo,johnny depp  v amber heard - analysing (whatever's left) of amber's counterclaim,27354,2404.0,8.0,0,361.0,29766.0
228,https://www.youtube.com/watch?v=AfiPDxDRjGo,"the stand - explosion in the last scene ""i brought you the fire"" (s01e08)",28987,241.0,29.0,0,222.0,29257.0
710,https://www.youtube.com/watch?v=_YetT1JEvV4,instant regret! amber heard gets destroyed! huge win for johnny depp!,26505,2174.0,53.0,0,286.0,28732.0
760,https://www.youtube.com/watch?v=n-pRwZrhhrI,amber heard fails in court as her attack is denied!,25868,2560.0,13.0,0,327.0,28441.0
896,https://www.youtube.com/watch?v=rb_gxl8Oz2o,even more celebrities defend johnny depp against amber heard,26776,1176.0,37.0,0,218.0,27989.0
47,https://www.youtube.com/watch?v=pi0vtWIzBi4,johnny depp v amber heard: johnny's defense (you've got the wrong guy),25656,2078.0,11.0,0,266.0,27745.0
651,https://www.youtube.com/watch?v=U0B2yDgI6w0,amber heard accused of lying about charity donation,25502,1777.0,27.0,0,309.0,27306.0
881,https://www.youtube.com/watch?v=TH6JPXAuakQ,l'oreal... i just... wow.. (infallible review),26752,409.0,15.0,0,62.0,27176.0
43,https://www.youtube.com/watch?v=ynPYMIGl5Qc,johnny depp exposes amber heard for lying about charity donations,24071,1449.0,11.0,0,182.0,25531.0
34,https://www.youtube.com/watch?v=oiQx3zI2vUA,amber heard💜💙💓 whatsapp status | beat.tape,24221,930.0,28.0,0,10.0,25179.0
378,https://www.youtube.com/watch?v=-Jol3XD81yA,johnny depp & amber heard controversy coming to an end,23648,715.0,13.0,0,162.0,24376.0
770,https://www.youtube.com/watch?v=iz1aqNknbe8,the stand / kissing scene ( amber heard & alexander skarsgard ),24267,92.0,12.0,0,6.0,24371.0
669,https://www.youtube.com/watch?v=kdTKeqyrOFQ,amber heard edit | creative images whatsapp status | #amberheard#mera#aquaman#shorts,22821,1506.0,39.0,0,17.0,24366.0
509,https://www.youtube.com/watch?v=T3K5U8LKaf4,johnny depp reaction to amber heards apology video,23836,311.0,42.0,0,109.0,24189.0
404,https://www.youtube.com/watch?v=xL6fWiZ53lI,6 celebs who think johnny depp is the real victim,23127,771.0,14.0,0,101.0,23912.0
357,https://www.youtube.com/watch?v=Hbsi4lX4qJo,let's rant about amber heard's drunk twitter rampage,22863,917.0,32.0,0,288.0,23812.0
672,https://www.youtube.com/watch?v=itLIyM99u2U,amazing: joe rogan on johnny depp being fired from movies & defends him,23179,580.0,28.0,0,103.0,23787.0
882,https://www.youtube.com/watch?v=bxp-LtuvFRI,amber heard💕part 1💕full screen whatsapp status 💕 english version💕cute expression 💕 [ vikata maran ],22586,966.0,18.0,0,18.0,23570.0
505,https://www.youtube.com/watch?v=BjT2Zvt_RtI,best ways to increase ftp: threshold or supra-threshold?  (ask a cycling coach 296),22811,694.0,10.0,0,53.0,23515.0
853,https://www.youtube.com/watch?v=lJSb_VH-P_c,raven symoné disses amber heard and supports johnny depp?! amber seen screaming!,21544,1285.0,26.0,0,310.0,22855.0
238,https://www.youtube.com/watch?v=LWaThEvgDK4,what's going on with amber heard and aquaman 2?,21262,1362.0,92.0,0,486.0,22716.0
289,https://www.youtube.com/watch?v=uXlPQze9Ojo,amber heard smoking cigarette compilation,22296,401.0,17.0,0,16.0,22714.0
519,https://www.youtube.com/watch?v=nwgqEdiiNKo,top 10 royal secrets exposed by meghan markle and prince harry - part 2,21478,882.0,51.0,0,150.0,22411.0
65,https://www.youtube.com/watch?v=jQTD2pDwoz4,10 times johnny depp tried to warn us about amber heard,20996,861.0,22.0,0,256.0,21879.0
780,https://www.youtube.com/watch?v=jVl-1lghG3g,top 10 celebrities that want donald trump in jail,20440,1222.0,73.0,0,224.0,21735.0
637,https://www.youtube.com/watch?v=hLPZl5xCPN0,mera aquaman whatsapp status | amber heard edit #shorts #mera #amber #heard,19868,1787.0,63.0,0,13.0,21718.0
78,https://www.youtube.com/watch?v=5ahVdkkYz_k,amber heard hits new low | not helping her girlfriend during cancer treatment & had to take charity!,20519,1102.0,23.0,0,279.0,21644.0
22,https://www.youtube.com/watch?v=nk62Q2ve1Ck,amber heard makes career ending mistake she will regret!!,20283,562.0,23.0,0,127.0,20868.0
240,https://www.youtube.com/watch?v=ZN1QF7Ohqm8,shocking: how amber heard is trying to manipulate the world in order to save her name!,20219,539.0,21.0,0,200.0,20779.0
306,https://www.youtube.com/watch?v=NYjNLktP3lI,bodycam footage proves amber lied!!,19425,1216.0,10.0,0,408.0,20651.0
93,https://www.youtube.com/watch?v=LD-lHpWG9Nk,amber discovered mark's secret identity l invincible #22,20091,232.0,6.0,0,162.0,20329.0
370,https://www.youtube.com/watch?v=nf2AgE2eE8M,amber heard replaced in aquaman 2 with emila clarke!? - reality or rumor?!,19047,1123.0,38.0,0,271.0,20208.0
740,https://www.youtube.com/watch?v=b8on3oR-N0o,amber heard gets roasted on her birthday!,18305,1464.0,32.0,0,314.0,19801.0
759,https://www.youtube.com/watch?v=nFBnZ66ih7w,l'oreal infallible 24 hour fresh wear foundation swatches dark to medium shades.,19324,436.0,3.0,0,34.0,19763.0
524,https://www.youtube.com/watch?v=J4GaUjqN1lA,aquaman 2 major update on amber heard firing,18768,762.0,18.0,0,127.0,19548.0
150,https://www.youtube.com/watch?v=BDgktmMv1ZE,amber heard claps back at johnny depp fans dragging her,18637,622.0,23.0,0,225.0,19282.0
518,https://www.youtube.com/watch?v=07h7unV55NE,johnny depp v amber heard (the sun uk): the appeal hearing,17239,2013.0,14.0,0,282.0,19266.0
45,https://www.youtube.com/watch?v=JbmD9SUnpDo,why amber heard won't have a future as an actress!,18728,484.0,12.0,0,247.0,19224.0
163,https://www.youtube.com/watch?v=ALJ-KGjn1Z4,amber heard and james franco video evidence explained,18186,338.0,19.0,0,117.0,18543.0
76,https://www.youtube.com/watch?v=VypGAD2GyTk,why johnny depp and amber heard’s relationship is hollywood’s biggest tragedy,18024,362.0,9.0,0,130.0,18395.0
111,https://www.youtube.com/watch?v=wYdczqCfgJM,amber heard & johnny depp's secret san francisco meeting: psychological analysis,16858,1090.0,15.0,0,346.0,17963.0
691,https://www.youtube.com/watch?v=yW4n-_5knbI,the hollywood reporter debunks amber heard firing rumor… again,17259,498.0,34.0,0,196.0,17791.0
219,https://www.youtube.com/watch?v=J_w1_7gBNns,johnny depp speaks on amber heard targeting his son (emotional),17163,491.0,29.0,0,164.0,17683.0
445,https://www.youtube.com/watch?v=yn5Ez0-kbOQ,johnny depp scores big in new ruling as amber heard & the sun take a huge l,15895,1029.0,16.0,0,277.0,16940.0
905,https://www.youtube.com/watch?v=Lup2zi5wQnI,heard's legal team fails her in the uk emergency hearing?!,15587,1273.0,4.0,0,254.0,16864.0
23,https://www.youtube.com/watch?v=KuDXmtTWfy4,amber heard stole from charity. a story you won’t see in the news... armie hammer's dm's.,15463,1301.0,20.0,0,380.0,16784.0
909,https://www.youtube.com/watch?v=20i2XrZmGSs,"banned! amber heard protected by twitter because ""harmful behavior!""",14878,1802.0,7.0,0,242.0,16687.0
887,https://www.youtube.com/watch?v=XIMFIMAO7vM,"dr. seuss cancelled, major lawsuit! tekashi 6ix9ine, & tiktok doc sued",15727,842.0,19.0,0,128.0,16588.0
722,https://www.youtube.com/watch?v=HZWt-aMsfJ4,"amber heard thinks she's ""worth it"" | #shorts",15461,626.0,199.0,0,354.0,16286.0
314,https://www.youtube.com/watch?v=ynFtsyqlYD0,amber heard mera replaced by emilia clarke revealed by forbes,14580,1455.0,26.0,0,374.0,16061.0
215,https://www.youtube.com/watch?v=kWmAjL0u_eg,amber heard caught lying and stealing from charity under oath! great news for johnny depp!,13752,2029.0,10.0,0,270.0,15791.0
550,https://www.youtube.com/watch?v=m8o1gK-YzUo,the stand / kiss scene (amber heard and alexander skarsgård),15459,74.0,6.0,0,1.0,15539.0
68,https://www.youtube.com/watch?v=kxgHoou229k,celebs who just can't stand johnny depp,14574,278.0,572.0,0,231.0,15424.0
592,https://www.youtube.com/watch?v=fHxSp8l6dBE,aquaman 2: amber heard shares photo from her mera workout session,15069,13.0,135.0,0,62.0,15217.0
586,https://www.youtube.com/watch?v=VIItMPqsZqc,johnny depp v amber heard - impact of trial delay + uk appeal update,13781,1260.0,7.0,0,212.0,15048.0
589,https://www.youtube.com/watch?v=TaPSSDEQs-U,judge hands depp another huge win!!,13602,1385.0,1.0,0,257.0,14988.0
138,https://www.youtube.com/watch?v=2Rm_0-KItlc,amber heard gives mean vibes on stage!,13816,838.0,15.0,0,370.0,14669.0
60,https://www.youtube.com/watch?v=wXN7vi9YoZg,johnny depp y amber heard: una lucha interminable continúa en 2021 | ¡hola! tv,13841,111.0,5.0,0,33.0,13957.0
434,https://www.youtube.com/watch?v=3rGzb6UyPIo,amber heard status || aquaman movies actress amber heard full hd 4k full screen whatsapp status ||,13284,657.0,12.0,0,6.0,13953.0
426,https://www.youtube.com/watch?v=WuGUMC2bYsU,mortal kombat backlash|amber heard is back for aquaman 2|a new marvel fail,12929,815.0,15.0,0,47.0,13759.0
132,https://www.youtube.com/watch?v=F9gisjPPLws,the real reason prince harry and meghan markle left the royal family,12856,707.0,31.0,0,115.0,13594.0
107,https://www.youtube.com/watch?v=_H4DF9kBP2A,johnny depps daughter defends amber heard! (video),12864,148.0,298.0,0,64.0,13310.0
435,https://www.youtube.com/watch?v=4dudw71gkZM,lil nas x addresses 'call me by your name' controversy,12884,174.0,42.0,0,98.0,13100.0
558,https://www.youtube.com/watch?v=GoFh8LOMT7w,"johnny depp vs. amber heard: an attorney discusses the va trial, u.k. verdict, and metoo",12397,665.0,17.0,0,234.0,13079.0
222,https://www.youtube.com/watch?v=iCgi0Acn87M,"amber heard claims victim in new documents and plays the ""but i'm a girl"" card",12195,805.0,8.0,0,323.0,13008.0
630,https://www.youtube.com/watch?v=r-RJnj777bI,amber heard admits she lied! but blamed johnny! | johnny depp's home broken into & female arrest!,12059,882.0,6.0,0,229.0,12947.0
218,https://www.youtube.com/watch?v=nbgfdu19nlw,amber heard’s lawyer exposed her for ruining johnny depp's life and career,12225,483.0,12.0,0,135.0,12720.0
675,https://www.youtube.com/watch?v=G-_hCQijQGE,"meghan markle's sister predicts divorce, the weeknd boycotts grammys, a-rod back with jennifer lopez",11999,660.0,34.0,0,96.0,12693.0
134,https://www.youtube.com/watch?v=SjtkduDGVNg,johnny depp didn't lose - uk courts let amber heard lie!,11208,1237.0,25.0,0,427.0,12470.0
403,https://www.youtube.com/watch?v=Cytxw6AdqWU,amber heard's friend iotillet deletes social media like crazy! what's he hiding!?,11398,1014.0,4.0,0,345.0,12416.0
635,https://www.youtube.com/watch?v=yIPmdBuVE-U,"aquaman 2 bande annonce  (2021) jason momoa, amber heard",12329,32.0,10.0,0,1.0,12371.0
615,https://www.youtube.com/watch?v=_8GmN2lTInA,amber heard appears to have lied about charity donations - her attorney confirms this,11024,1049.0,12.0,0,250.0,12085.0
739,https://www.youtube.com/watch?v=fiMHnccBJC0,"10 celebs who defended johnny depp against amber heard! (emilia clarke, elon musk, jason momoa)",11216,171.0,38.0,0,39.0,11425.0
444,https://www.youtube.com/watch?v=NCoSxp7htZY,aquaman 2 i official concept trailer | jason momoa | dc comics | amber heard | fanmade,11248,75.0,52.0,0,15.0,11375.0
746,https://www.youtube.com/watch?v=UKsyrTPQOEU,johnny depp ve amber heard arasında neler yaşandı?,10966,356.0,6.0,0,102.0,11328.0
53,https://www.youtube.com/watch?v=FS7xRLeu9rA,johnny depp acusa  amber heard de mentir acerca de utilizar el dinero de su divorcio para donaciones,10712,549.0,6.0,0,124.0,11267.0
361,https://www.youtube.com/watch?v=rMmbQDQTCcY,byla amber heard vyhozena z aquamana?,10299,887.0,4.0,0,74.0,11190.0
144,https://www.youtube.com/watch?v=ToCC0xLLi-k,breaking: amber heard facing 10 years in prison for fake johnny depp accusations!?,10804,356.0,7.0,0,111.0,11167.0
540,https://www.youtube.com/watch?v=Y6gUTTOGE7M,amber heard analysis part 2: interviews and psychological documentary bio,10147,764.0,7.0,0,212.0,10918.0
379,https://www.youtube.com/watch?v=SDeo-TdpCCc,amber heard and elon musk met in mexico recently! rant!,10048,827.0,18.0,0,382.0,10893.0
81,https://www.youtube.com/watch?v=rVUnJ3ddgLk,amberlynn reid & foodie beauty are morphing! | haul edition 💁🏽‍♀️🙄,10235,603.0,19.0,0,206.0,10857.0
544,https://www.youtube.com/watch?v=xB6vI76tGN0,johnny depp scores another giant win leaving amber heard in the dust... once again!,9891,802.0,8.0,0,173.0,10701.0
276,https://www.youtube.com/watch?v=UwDwLmhgPV4,amber heard involved in racheal wood and marilyn manson abuse accusations!? | theory by jeann larson,9895,745.0,22.0,0,524.0,10662.0
20,https://www.youtube.com/watch?v=bgcuD5BSy3s,amber heard and johnny depp text messages leaked!,10006,186.0,89.0,0,152.0,10281.0
648,https://www.youtube.com/watch?v=FCc0V3MEcGc,amber heard has reportedly been fired as mera from aquaman 2 | johnny depp 2021,9968,199.0,9.0,0,75.0,10176.0
15,https://www.youtube.com/watch?v=zi079huC3Oc,amber heard loses it on twitter and attacks depp!,9603,516.0,19.0,0,148.0,10138.0
712,https://www.youtube.com/watch?v=IXzzBvJZTaI,stephen king praises amber heard on twitter and gets huge backlash! fans lost!,9276,840.0,19.0,0,380.0,10135.0
801,https://www.youtube.com/watch?v=yAs0DWxU5ss,amber heard fans attack johnny depp as more of her lies surface!,9005,798.0,9.0,0,276.0,9812.0
316,https://www.youtube.com/watch?v=wOo2BFTRrL4,elon musk speaks against amber heard & defends johnny depp!,9032,128.0,41.0,0,19.0,9201.0
279,https://www.youtube.com/watch?v=dLdmoryaZck,"the best rose gold, mauve, and plum individual eye shadow shades + palettes | swatches + try on",8732,433.0,6.0,0,38.0,9171.0
482,https://www.youtube.com/watch?v=IlJh4dFaYJo,amber heard exposed by johnny depp's lawyer! she's panicking bigtime!,8310,813.0,8.0,0,191.0,9131.0
797,https://www.youtube.com/watch?v=pzFk7TBV5UY,why does mera have an accent in zack snyder's justice league?,8767,183.0,48.0,0,127.0,8998.0
109,https://www.youtube.com/watch?v=Y9wJrXvVLZY,¿amber heard despedida de aquaman 2?,8167,691.0,20.0,0,142.0,8878.0
58,https://www.youtube.com/watch?v=OgRXZBndrJA,mansons former assistant’s experience w/ amber heard,8485,153.0,7.0,0,32.0,8645.0
264,https://www.youtube.com/watch?v=RsHkJ4uDnrE,amber heard should be fired. emilia clark should be mera in aquaman 2! sign the petition!,7972,646.0,20.0,0,277.0,8638.0
210,https://www.youtube.com/watch?v=qhQkhg4eUzY,"anatomy of the metoo hit job: andrew cuomo, johnny depp, marilyn manson & the crucible",7875,628.0,10.0,0,366.0,8513.0
568,https://www.youtube.com/watch?v=ZgDjqhTYUm0,amber heard's friend iotillet cannot stop fighting fans on social media!,7640,799.0,8.0,0,329.0,8447.0
709,https://www.youtube.com/watch?v=2er6IKWT_7o,jason momoa's thought on amber heard and johnny depp abuse controversy | flixet,8166,129.0,150.0,0,63.0,8445.0
341,https://www.youtube.com/watch?v=LFq6mWnRZTs,amber heard aims to take down the johnny depp fandom while attacking fans!,7678,708.0,4.0,0,362.0,8390.0
807,https://www.youtube.com/watch?v=PsGrwYsj6jg,was amber heard fired from aquaman 2?! | double toasted bites,7981,390.0,16.0,0,113.0,8387.0
546,https://www.youtube.com/watch?v=7v309LNCW_w,amber heard just keeps lying is she out as mera for aquaman 2?,7501,864.0,16.0,0,147.0,8381.0
95,https://www.youtube.com/watch?v=6dEQzB06VuE,johnny depp’s libel lawsuit put to rest...,7589,728.0,30.0,0,152.0,8347.0
608,https://www.youtube.com/watch?v=yMo30jnzNfg,amber heard & johnny depp relationship analysis / psychology / philosophy,7720,591.0,10.0,0,295.0,8321.0
59,https://www.youtube.com/watch?v=81OfA8pWNUI,"johnny depp vs amber heard : les dépositions, nouvelles preuves, demandes de la cour americaine etc",7633,638.0,6.0,0,156.0,8277.0
202,https://www.youtube.com/watch?v=WvuW6yZRwEY,amber heard proved wrong with a refrigerator receipt by adam waldman!,7047,1126.0,3.0,0,257.0,8176.0
449,https://www.youtube.com/watch?v=YFSUDD2uoz0,jason momoa defends amber heard against johnny depp!!!,7892,107.0,161.0,0,160.0,8160.0
900,https://www.youtube.com/watch?v=DTlOZn2F0Xc,elon musk speaks against amber heard  and defends johnny depp,7967,152.0,29.0,0,59.0,8148.0
280,https://www.youtube.com/watch?v=WpEg-UGJ-rM,amber heard responds to johnny depp's $7 million claim | flixet,7825,292.0,23.0,0,108.0,8140.0
349,https://www.youtube.com/watch?v=7qRjJtLIZXQ,amber heard begs judge to drop johnny depp's lawsuit!,7369,703.0,7.0,0,247.0,8079.0
288,https://www.youtube.com/watch?v=_g-o_hkYfJQ,amber heard’s lies exposed at uk trial appeal!,7372,672.0,2.0,0,218.0,8046.0
729,https://www.youtube.com/watch?v=g9R4THBjUhk,amber heard lectures others on her experience with johnny depp!,7328,634.0,8.0,0,244.0,7970.0
551,https://www.youtube.com/watch?v=rl2bk4QUXL8,all the times amber heard admits to violence / hitting johnny depp audio recordings,7430,516.0,6.0,0,138.0,7952.0
3,https://www.youtube.com/watch?v=I7GfS45bcwA,emilia clarke's thoughts on being amber heard's replacement in aquaman 2 | flixet,7638,225.0,23.0,0,80.0,7886.0
588,https://www.youtube.com/watch?v=g0KT9qIbBrw,russian bots attack amber heard petition! | proving johnny depp inflated petition?!?,7283,573.0,21.0,0,276.0,7877.0
577,https://www.youtube.com/watch?v=Cmmn_-wsdwc,"""depp banned me from driving!"" heard said as she got into a $100 thousand dollar range rover!",7017,849.0,3.0,0,191.0,7869.0
489,https://www.youtube.com/watch?v=pBvEQuI2FIo,amber heard spews lies on tv show about divorce settlement and johnny depp! (from 2018),6835,950.0,21.0,0,457.0,7806.0
